ell_dimensionless,C_ell_TT_muK2
1302,655.48670303281
1303,655.0300435190353
1304,654.6234982320088
1305,654.2686644541963
1306,653.9626864430907
1307,653.7064266101825
1308,653.4992656693966
1309,653.3405883004758
1310,653.2290403068165
1311,653.1654999477455
1312,653.1486209196498
1313,653.1778036862387
1314,653.25245263234
1315,653.3719760511628
1316,653.5357861297742
1317,653.7432989325767
1318,653.9939343825745
1319,654.2871162402213
1320,654.6215292446332
1321,654.9973475921053
1322,655.4140064015113
1323,655.8694588466306
1324,656.36389029536
1325,656.896004095289
1326,657.4652500359792
1327,658.0710814675659
1328,658.7122124157113
1329,659.3873603629179
1330,660.0967318611484
1331,660.8390511305786
1332,661.6123028297726
1333,662.4174461622991
1334,663.2524721244229
1335,664.1161176046047
1336,665.0086081394874
1337,665.9279436564392
1338,666.8743553982212
1339,667.8458488243599
1340,668.8411748599542
1341,669.8605726367732
1342,670.902055221782
1343,671.9651236937037
1344,673.0477957023713
1345,674.1503195415527
1346,675.2707170349904
1347,676.4084976064514
1348,677.5616868335372
1349,678.7305405159555
1350,679.9130875580018
1351,681.108855659359
1352,682.3166775722843
1353,683.537627464359
1354,684.763123827798
1355,686.0038999391115
1356,687.2528620024251
1357,688.5103454359843
1358,689.7766864188287
1359,691.0447934389115
1360,692.3150038935678
1361,693.5876556409764
1362,694.8705152539861
1363,696.1490645246663
1364,697.4310704734189
1365,698.7168718577212
1366,699.9919507338044
1367,701.271502472299
1368,702.5484372228642
1369,703.8156648835499
1370,705.0883800723683
1371,706.3446352482948
1372,707.5996241388901
1373,708.8462548654811
1374,710.084863273317
1375,711.308356162107
1376,712.5244962695856
1377,713.7336171552363
1378,714.9286231363021
1379,716.1098459256967
1380,717.2701878701796
1381,718.4248352911521
1382,719.5592599736735
1383,720.6737892095547
1384,721.7687490391262
1385,722.851892544286
1386,723.9161147409324
1387,724.9543092228917
1388,725.9742248059571
1389,726.9687520704108
1390,727.9456367054116
1391,728.8977660511367
1392,729.8254540923296
1393,730.7364414006645
1394,731.6161816756027
1395,732.4649834369268
1396,733.2905816151527
1397,734.0932807910336
1398,734.8585267846336
1399,735.6014766954631
1400,736.3075720384332
1401,736.9919552672801
1402,737.6400122616241
1403,738.2594013624204
1404,738.8503501224038
1405,739.4056552412268
1406,739.9255392007432
1407,740.4102218492889
1408,740.8673486863175
1409,741.2822773957602
1410,741.670076232236
1411,742.0160971537504
1412,742.3279742085198
1413,742.5984817193224
1414,742.8352476207746
1415,743.031039995438
1416,743.1934804129113
1417,743.315330468065
1418,743.4042051225741
1419,743.4528592459029
1420,743.46147260964
1421,743.4302214825863
1422,743.3592785779801
1423,743.2562413530021
1424,743.1064185591822
1425,742.9174002975827
1426,742.6893445738704
1427,742.4149772568743
1428,742.1018770904798
1429,741.7501906066834
1430,741.3600604423852
1431,740.9241969584749
1432,740.4501632627628
1433,739.9306617840413
1434,739.3732476510528
1435,738.770615272379
1436,738.1303117212534
1437,737.4450233212895
1438,736.7148606868569
1439,735.9473587155748
1440,735.1426198831356
1441,734.2933142414115
1442,733.3995361197864
1443,732.4613757784009
1444,731.4863477644885
1445,730.4671058702268
1446,729.4037281945209
1447,728.3037171563805
1448,727.1597144598032
1449,725.971786162316
1450,724.7474226948315
1451,723.4866638683704
1452,722.1820439539487
1453,720.8335033523485
1454,719.4484069358605
1455,718.0266873765069
1456,716.5682735265037
1457,715.0730904498752
1458,713.5336311051329
1459,711.957241430191
1460,710.3438353269403
1461,708.6933230479096
1462,707.0056112337
1463,705.2806029513794
1464,703.518197733785
1465,701.7182916196844
1466,699.8882055450006
1467,698.0204003338174
1468,696.1221901418808
1469,694.186029098822
1470,692.2117964028336
1471,690.2142247155294
1472,688.178330105734
1473,686.1039821969387
1474,684.0059042139303
1475,681.8691029285878
1476,679.7082955098564
1477,677.5159111206548
1478,675.2918043682273
1479,673.0432553541996
1480,670.7626846746069
1481,668.457366872401
1482,666.1197170887066
1483,663.7570045168363
1484,661.3764957555802
1485,658.963169813031
1486,656.5317166137023
1487,654.0671102527051
1488,651.5840358547306
1489,649.0823195303499
1490,646.5506426097514
1491,643.9999692782932
1492,641.4286333905594
1493,638.8371952318943
1494,636.2254702401204
1495,633.5947575732047
1496,630.9456116675273
1497,628.2793279720067
1498,625.5957145078072
1499,622.8960632738988
1500,620.180921808091
1501,617.4508252469932
1502,614.7077495380065
1503,611.9506870223811
1504,609.180857190526
1505,606.3994782457471
1506,603.6062815034298
1507,600.8017399657277
1508,597.9870683915134
1509,595.1627376965757
1510,592.329217859146
1511,589.4869779906129
1512,586.6387149114868
1513,583.7834105422236
1514,580.9230174895739
1515,578.0587449426457
1516,575.1903159091012
1517,572.318938626478
1518,569.4458209633369
1519,566.5706848203573
1520,563.6947375415116
1521,560.8184434799692
1522,557.9422669039933
1523,555.0666720676858
1524,552.1928661166208
1525,549.3213134882591
1526,546.4532216523038
1527,543.5883126757756
1528,540.7277946330944
1529,537.8728760058465
1530,535.023280082381
1531,532.1802163673851
1532,529.3434093110886
1533,526.5148125535188
1534,523.6941519833073
1535,520.8818971465676
1536,518.0792613154912
1537,515.2852302166582
1538,512.5025047794496
1539,509.7308156888321
1540,506.97063762827173
1541,504.2224465122638
1542,501.48820522368266
1543,498.7669066706525
1544,496.0605165334629
1545,493.3680306507469
1546,490.6914177656857
1547,488.0311625814493
1548,485.38626582633157
1549,482.75870132852623
1550,480.1482162350195
1551,477.5553078312016
1552,474.98049701679196
1553,472.4250549547179
1554,469.8880263761739
1555,467.3706866511105
1556,464.873570507518
1557,462.3972149248027
1558,459.9421591910306
1559,457.5089449589832
1560,455.09737346592084
1561,452.7079912570752
1562,450.34209023766823
1563,447.9987363833261
1564,445.67996963419233
1565,443.3848612620137
1566,441.1147137608811
1567,438.8686038808564
1568,436.64783968005327
1569,434.45298922455913
1570,432.28313779147817
1571,430.1403449151458
1572,428.0229589059289
1573,425.93230239740274
1574,423.8689582010846
1575,421.83276933417807
1576,419.8235818802224
1577,417.84273068264747
1578,415.8900680260648
1579,413.96619216063846
1580,412.0702188142347
1581,410.20349538273365
1582,408.3658867680941
1583,406.5572610596452
1584,404.7774895434366
1585,403.02644670976025
1586,401.3054959289635
1587,399.61377528040504
1588,397.9511688950345
1589,396.3183069563564
1590,394.7150800299188
1591,393.141381896545
1592,391.597852384327
1593,390.08364885938
1594,388.5994175607286
1595,387.1450650890719
1596,385.7197583997741
1597,384.3248961351983
1598,382.9596516061251
1599,381.6232012878162
1600,380.3176961506051
1601,379.04084604706003
1602,377.793386293981
1603,376.5753252446685
1604,375.3866743657925
1605,374.22744822638816
1606,373.09692165167155
1607,371.9958582168246
1608,370.9235388954926
1609,369.8799905533489
1610,368.86524310144716
1611,367.87932948447076
1612,366.92228566882835
1613,365.99340779553273
1614,365.0927378379173
1615,364.22032075398124
1616,363.37620447339697
1617,362.55969704905345
1618,361.7708523131507
1619,361.00898419257743
1620,360.27415236367136
1621,359.56641940108335
1622,358.88510792570645
1623,358.230286256631
1624,357.60128272183255
1625,356.9981713076701
1626,356.4210288019014
1627,355.86844910014247
1628,355.34125735585195
1629,354.83879577830163
1630,354.36040927384363
1631,353.90618825016975
1632,353.47548291341246
1633,353.0676460681463
1634,352.6835187501567
1635,352.32171601170364
1636,351.9815982196203
1637,351.6640138458944
1638,351.3675852456246
1639,351.09242278272734
1640,350.83789627293584
1641,350.6033777644002
1642,350.3889843158081
1643,350.194092266992
1644,350.0188228472485
1645,349.8618136062172
1646,349.7231896877031
1647,349.6023352561932
1648,349.49863626145964
1649,349.4122232012789
1650,349.34174254231283
1651,349.2873380660463
1652,349.2491953660913
1653,349.22528302045794
1654,349.2172851109896
1655,349.2231727929743
1656,349.2424040595523
1657,349.27592366053454
1658,349.3224488459004
1659,349.38218345957125
1660,349.45384651820945
1661,349.53764347068886
1662,349.6322947780599
1663,349.7387500096508
1664,349.85573075501674
1665,349.9827018874685
1666,350.1191286540016
1667,350.26521943698674
1668,350.42044001267254
1669,350.58351348178644
1670,350.7546487074063
1671,350.9333117450078
1672,351.1189686150539
1673,351.3110852430958
1674,351.50987023751384
1675,351.7140463298311
1676,351.9238216629125
1677,352.1386612367153
1678,352.3587725318888
1679,352.58213412592187
1680,352.8089526621929
1681,353.0401771414056
1682,353.2730418754242
1683,353.5084948038998
1684,353.7459976177393
1685,353.98501139992226
1686,354.22499659823
1687,354.4654129997608
1688,354.7064625420667
1689,354.9476036206057
1690,355.187551067424
1691,355.4265046358643
1692,355.6646633108725
1693,355.8999967847637
1694,356.1341881185059
1695,356.3644625375307
1696,356.59250143287636
1697,356.8170139913009
1698,357.03670851502807
1699,357.25252090552476
1700,357.463900465914
1701,357.67029260608075
1702,357.8711299939389
1703,358.06658418663346
1704,358.2560828725335
1705,358.4397955101526
1706,358.6164047897555
1707,358.7860779378437
1708,358.94823817408593
1709,359.1037931759567
1710,359.250678025671
1711,359.3897978449773
1712,359.5198279020963
1713,359.6409277365186
1714,359.7532554362492
1715,359.8562247477889
1716,359.94999068901535
1717,360.0332209849028
1718,360.1060673465435
1719,360.16942257335404
1720,360.22120631370126
1721,360.2630505146222
1722,360.29361384008644
1723,360.31229577886234
1724,360.32072224684214
1725,360.31680283894235
1726,360.3006734415329
1727,360.2732104950573
1728,360.2330595873635
1729,360.1803495633429
1730,360.11520679080417
1731,360.03701226310625
1732,359.94588720892176
1733,359.8412073642732
1734,359.72308858734937
1735,359.59090113619965
1736,359.4462409598411
1737,359.28772980762363
1738,359.11547219770364
1739,358.92956970933585
1740,358.730120949443
1741,358.51722152360185
1742,358.29022117658366
1743,358.04920944268594
1744,357.79352996078916
1745,357.5247518044679
1746,357.2407267967601
1747,356.9422750253366
1748,356.6302135073136
1749,356.30238485899184
1750,355.9610856608011
1751,355.60488707417807
1752,355.23455289395133
1753,354.85009288866434
1754,354.45077105068384
1755,354.03659130312246
1756,353.60829754053486
1757,353.1651451680973
1758,352.70712965421285
1759,352.2342437459877
1760,351.7472203574084
1761,351.24530411973274
1762,350.7284799439972
1763,350.19747308005714
1764,349.65152067179525
1765,349.09208599340326
1766,348.5184015008909
1767,347.93044023397874
1768,347.328915877658
1769,346.713797153111
1770,346.0850507127675
1771,345.44264119906194
1772,344.7865313015968
1773,344.11742464743384
1774,343.43453734910554
1775,342.7393122303889
1776,342.03021902910416
1777,341.3086971224067
1778,340.57469855866555
1779,339.82743093130347
1780,339.06832875437965
1781,338.29659648450075
1782,337.512922724533
1783,336.7172517436162
1784,335.91026916882
1785,335.09117349823566
1786,334.26139029090893
1787,333.420858003276
1788,332.56877083264544
1789,331.70655006282715
1790,330.8341298918114
1791,329.9507002671067
1792,329.0576782239184
1793,328.15499370615174
1794,327.2418323959181
1795,326.3196070467939
1796,325.3875004658472
1797,324.44692251533723
1798,323.4970530938531
1799,322.53929913786493
1800,321.57283760346826
1801,320.5990651126848
1802,319.6178617025105
1803,318.62909856046434
1804,317.63338821387833
1805,316.6313416948742
1806,315.6228257080406
1807,314.60770547118244
1808,313.58658755940456
1809,312.5593342477347
1810,311.526549197723
1811,310.48809180804955
1812,309.444562909541
1813,308.3958191245688
1814,307.3424585711655
1815,306.2850780667867
1816,305.2235303368604
1817,304.15840973322776
1818,303.08956661729326
1819,302.0175930880359
1820,300.94233737459984
1821,299.8643895735404
1822,298.7843388853919
1823,297.70128802041165
1824,296.6158246184443
1825,295.5292784973662
1826,294.4407503998632
1827,293.35082625851675
1828,292.26009161844024
1829,291.16913173231427
1830,290.0770459873166
1831,288.9859050137743
1832,287.89480810455143
1833,286.80434032541837
1834,285.7143441103674
1835,284.62540503175654
1836,283.5381090646095
1837,282.45155701465455
1838,281.36707878983395
1839,280.2837764843794
1840,279.20298148058197
1841,278.1245403622526
1842,277.04830066991184
1843,275.97559665214527
1844,274.90553516758735
1845,273.83870993262343
1846,272.7757159190816
1847,271.7171494168721
1848,270.66137958621283
1849,269.6104911896014
1850,268.56359912267436
1851,267.52130673908397
1852,266.4842240381828
1853,265.45147820018735
1854,264.4244265095203
1855,263.4029421965274
1856,262.38764295369276
1857,261.3776624361506
1858,260.3743644370389
1859,259.3768858724543
1860,258.3873366168859
1861,257.4033711386888
1862,256.4271025019241
1863,255.45841682887183
1864,254.49720177945542
1865,253.54334652264293
1866,252.59674170536402
1867,251.65876508947906
1868,250.72931017709885
1869,249.8075290100465
1870,248.89480347393228
1871,247.9910310870686
1872,247.09536780012698
1873,246.20919930198403
1874,245.33168397694553
1875,244.46420988439908
1876,243.60593772077917
1877,242.7575149698818
1878,241.91884737649028
1879,241.0898417640198
1880,240.2704060214308
1881,239.46193476482375
1882,238.66359515878895
1883,237.87529825816804
1884,237.0969561800878
1885,236.32922495160489
1886,235.57276169297575
1887,234.82599613661537
1888,234.09033050205707
1889,233.36493968627013
1890,232.65048547989355
1891,231.94688810873697
1892,231.25481195567465
1893,230.57343711243152
1894,229.90268794623444
1895,229.24323316575524
1896,228.59500022097285
1897,227.9579182116422
1898,227.33191796378873
1899,226.71693210873647
1900,226.11363799914426
1901,225.52049089757696
1902,224.93893724366262
1903,224.36820155352717
1904,223.80899623157194
1905,223.26055031215733
1906,222.7235808797009
1907,222.19732180613008
1908,221.68175233040722
1909,221.17833996425708
1910,220.68558354833928
1911,220.20347032373047
1912,219.73273315265425
1913,219.27262206303075
1914,218.8231327965235
1915,218.38500684437986
1916,217.95750297062833
1917,217.54062573747063
1918,217.1343826822815
1919,216.73952715608624
1920,216.35458697812027
1921,215.9803214316807
1922,215.61674990067485
1923,215.26315183718006
1924,214.92103806004576
1925,214.58820802423713
1926,214.26543527680812
1927,213.95349604898504
1928,213.65094067500522
1929,213.35855051826925
1930,213.07636653975254
1931,212.80368919950513
1932,212.5398211866998
1933,212.286295813842
1934,212.04167705547715
1935,211.80675927267717
1936,211.58085291337534
1937,211.3640128898056
1938,211.15629561352821
1939,210.95701602895
1940,210.76623315123715
1941,210.58400709930575
1942,210.41039896482917
1943,210.24547068307507
1944,210.08779923635043
1945,209.93819070609362
1946,209.79670881400602
1947,209.6626748083122
1948,209.53615302582844
1949,209.41646512037948
1950,209.303675638407
1951,209.19859828864523
1952,209.09984359278198
1953,209.0075139214332
1954,208.92171140690846
1955,208.84253789189566
1956,208.7693520528199
1957,208.7022550381645
1958,208.64134761171354
1959,208.58598730581977
1960,208.53627408972156
1961,208.49230754262592
1962,208.45270120139233
1963,208.41903959774862
1964,208.38993561411453
1965,208.36474470325837
1966,208.345050610863
1967,208.32946559025604
1968,208.31734464417013
1969,208.31027126743527
1970,208.30611484465035
1971,208.30571624767896
1972,208.30917374632136
1973,208.31510026170008
1974,208.32433763146676
1975,208.33698536048811
1976,208.35165787632852
1977,208.36845595858762
1978,208.3874811558266
1979,208.40809303427355
1980,208.43113776241447
1981,208.45523401022558
1982,208.4812300276077
1983,208.5084895305996
1984,208.53637742499316
1985,208.56574552140185
1986,208.5952183958968
1987,208.6256504260151
1988,208.65641163102032
1989,208.68687334637323
1990,208.71789388682978
1991,208.74884718769692
1992,208.77910844431875
1993,208.80805406945933
1994,208.83729014367196
1995,208.86470966836654
1996,208.89192083746232
1997,208.91756143196017
1998,208.94101289361905
1999,208.96388588276523
2000,208.98407747560782
2001,209.00319920586844
2002,209.01989087899247
2003,209.03427796284996
2004,209.0464859379816
2005,209.05664013512424
2006,209.0641227324859
2007,209.06831541891614
2008,209.07008488906274
2009,209.06881132649787
2010,209.064616731323
2011,209.0568790731611
2012,209.0457177859782
2013,209.03050792575604
2014,209.0121085074508
2015,208.98989100213342
2016,208.9632248508019
2017,208.933705820869
2018,208.899213186108
2019,208.86133794680603
2020,208.8186971951608
2021,208.77213385268334
2022,208.72174523473606
2023,208.66614013327467
2024,208.60615292348922
2025,208.54187216948952
2026,208.471897749749
2027,208.39705500768338
2028,208.31742340217767
2029,208.2323365134557
2030,208.14186773419476
2031,208.04683030561543
2032,207.94580602820915
2033,207.8388595020209
2034,207.72679537058926
2035,207.60892990800718
2036,207.4853196285574
2037,207.35527573279714
2038,207.21959273939495
2039,207.07757728137835
2040,206.92927675601896
2041,206.77399380685617
2042,206.61251498684263
2043,206.44488241601354
2044,206.2703939475366
2045,206.08983184073622
2046,205.90249158941208
2047,205.7076677593358
2048,205.5068826583539
2049,205.2994294874146
2050,205.0853438365819
