scale_factor,phenomenological,kl_divergence,shannon,renyi,mutual_info,composite,kl_shannon,entanglement,fisher,horizon_entropy
0.6838738738738739,0.8600776717159424,1.405344400289014e-05,0.9988653238741858,0.9977673449377343,2.2729604558418497e-16,1.4037497895494593e-05,2.8106492564062635e-05,0.06432139073605514,1.0,0.5988460786013537
0.7036936936936937,0.8374845221518612,1.0648144897434709e-05,0.999095086579987,0.9982152092335159,2.2724377412859193e-16,1.0638509248218778e-05,2.1296062825919452e-05,0.06365575823357168,1.0,0.6293339195239842
0.7235135135135136,0.8133609085850333,8.144997002492536e-06,0.9992743247133418,0.9985659284705908,0.0,8.139086379457922e-06,1.6289861227761052e-05,0.06307408410244654,1.0,0.6593229128033612
0.7433333333333334,0.7879156157015783,6.2862590265960635e-06,0.9994151528745951,0.9988423590048194,0.0,6.282582526074808e-06,1.2572438973334517e-05,0.06256366486438276,1.0,0.6887350850546315
0.7631531531531532,0.7613816540551984,4.889897105159075e-06,0.9995265317745725,0.9990615521100814,2.271456844518996e-16,4.887581894254172e-06,9.779746365711806e-06,0.06211420257870464,1.0,0.7175035979377238
0.7829729729729731,0.7340062184997495,3.828094352520875e-06,0.9996151294160509,0.9992362870140999,0.0,3.826621031612008e-06,7.656159385256923e-06,0.06171729334923218,1.0,0.7455723832599782
0.8027927927927928,0.7060408582834039,3.0113832388607397e-06,0.9996859500239192,0.9993762119820955,0.0,3.0104375140266057e-06,6.022748335220439e-06,0.06136600124385714,1.0,0.7728956209608157
0.8226126126126126,0.6777325335366513,2.377071945451513e-06,0.999742789269026,0.999488682385079,0.0,2.3764605370388457e-06,4.754132587080364e-06,0.06105451938060017,1.0,0.7994370988251377
0.8424324324324325,0.6493160446099521,1.8808938359982616e-06,0.9997885607445975,0.9995793685834314,0.0,1.880496141206087e-06,3.7617805949902326e-06,0.06077791110227644,1.0,0.8251694896298369
0.8622522522522523,0.621008113349742,1.4910725163541303e-06,0.9998255279648907,0.9996526917584694,0.0,1.4908123658977063e-06,2.982140585344453e-06,0.06053191952130269,1.0,0.850073577432962
0.8820720720720722,0.5930032010774534,1.1842145730402625e-06,0.9998554680862237,0.9997121336905777,0.0,1.1840434162416993e-06,2.368426340950106e-06,0.06031283236098393,1.0,0.8741374602648772
0.901891891891892,0.5654709888727327,1.2678323811278596e-06,0.9998810819798187,0.9997630219017345,2.270651403247082e-16,1.2676816130111741e-06,2.5356615470795598e-06,0.06011494146597472,1.0,0.8973557519011702
0.9217117117117117,0.5385553325790116,9.877260108818697e-07,0.9999130190662152,0.9998265130051541,0.0,9.876400975511196e-07,1.9754500703905892e-06,0.059839433039224656,1.0,0.9197288009389971
0.9415315315315316,0.5123744387669354,7.707936835942056e-07,0.9999377799732072,0.9998758108869072,0.0,7.707457247905607e-07,1.5415861788695846e-06,0.059582925499478696,1.0,0.9412619412414127
0.9613513513513514,0.4870219828178661,6.194279902670779e-07,0.999956761716757,0.999913648331234,0.0,6.194012072641861e-07,1.2388552131193793e-06,0.05934370525259898,1.0,0.9619647840737331
0.9811711711711713,0.4625688967973363,5.065330083750943e-07,0.9999710938947131,0.9999422451755154,2.2704470116580535e-16,5.065183664786229e-07,1.0130655035842378e-06,0.05912022971532749,1.0,0.9818505589948145
